°í°´¹øÈ£,A,B,C,D
15191,111,5,3113,5
15192,2,605,9,0
15193,597,2,0,5
15194,356,1581,844,0
15195,435,69,51,0
15196,5,13,2669,0
15197,1,2236,15,0
15198,2,1067,44,0
15199,791,148,0,0
15200,3,238,2213,0
15201,810,167,20,0
15202,1,0,2354,0
15203,18,14,1126,0
15204,624,185,24,0
15205,59,2372,0,3
15206,101,909,16,0
15207,597,885,15,17
15208,99,1408,10,0
15209,17,2235,0,0
15210,5,130,0,0
15211,11,2242,14,0
15212,60,545,2458,0
15213,78,1991,7,7
15214,13,1435,5,0
15215,2,1276,96,0
15216,634,90,21,0
15217,704,28,14,0
15218,0,3163,1,0
15219,1,2133,4,0
15220,22,2211,5,0
15221,19,684,95,0
15222,13,1590,6,0
15223,65,1926,34,0
15224,696,409,32,0
15225,25,1160,4,6
15226,17,1000,4,0
15227,570,9,29,0
15228,761,404,68,0
15229,159,1355,7,0
15230,396,21,0,0
15231,2,1142,19,0
15232,19,1597,302,0
15233,10,6,1909,0
15234,6,1474,10,0
15235,0,2,2155,0
15236,716,110,25,0
15237,1071,915,1,0
15238,3,1507,29,0
15239,66,31,2180,0
15240,10,2279,8,0
15241,553,113,533,4
15242,0,2204,78,0
15243,14,96,2826,0
15244,15,4906,8,0
15245,27,59,3499,15
15246,19,1627,499,2
15247,13,1148,2,0
15248,35,7,2150,0
15249,650,399,36,0
15250,5,1032,2,0
15251,1,1912,2,0
15252,6,1139,574,0
15253,3,1034,5,0
15254,1,759,15,0
15255,151,883,15,0
15256,488,13,118,0
15257,18,1156,1,0
15258,2,1369,36,0
15259,9,4,2105,0
15260,17,1425,0,4
15261,10,1389,1181,0
15262,8,936,24,0
15263,126,2319,4,0
15264,9,2095,11,0
15265,13,11,1610,0
15266,658,33,178,0
15267,3,1792,20,0
15268,555,11,103,1
15269,1,111,1634,0
15270,18,10,1857,0
15271,178,2057,4,0
15272,37,946,33,0
15273,1,3,1321,0
15274,101,2270,4,0
15275,12,105,2177,0
15276,12,1214,7,0
15277,18,914,2,0
15278,116,12,1775,0
15279,541,224,753,0
15280,5,1,947,0
15281,2,173,2235,0
15282,25,142,2577,0
15283,15,1625,447,0
15284,2,1042,118,0
15285,2,12,2260,0
15286,650,706,47,7
15287,550,195,7,0
15288,74,17,1946,0
15289,2,909,3,1
15290,14,831,0,3
15291,626,39,7,0
15292,4,987,229,0
15293,1,771,293,0
15294,88,2297,270,0
15295,20,1185,0,1
15296,16,695,0,6
15297,44,1406,14,0
15298,31,1055,46,0
15299,599,34,0,2
15300,5,2355,0,0
15301,74,88,4,363
15302,13,1735,1,0
15303,493,47,66,0
15304,2,967,57,0
15305,2,37,1555,0
15306,497,46,95,0
15307,23,1722,340,0
15308,16,16,0,0
15309,7,1026,64,0
15310,32,2258,79,0
15311,522,192,80,0
15312,142,1523,52,8
15313,68,874,3,0
15314,44,14,2182,0
15315,155,50,13,170
15316,15,21,1627,0
15317,12,2520,1,0
15318,478,0,107,1
15319,11,1305,31,0
15320,45,4,1483,0
15321,715,56,910,50
15322,499,318,4,14
15323,30,1151,528,1
15324,100,2176,12,0
15325,1,1755,56,0
15326,45,750,22,0
15327,2,4,1771,0
15328,18,117,2824,0
15329,12,832,3,0
15330,1024,17,109,0
15331,7,2098,14,0
15332,3,1007,18,0
15333,23,1330,47,0
15334,501,56,3,0
15335,736,332,70,0
15336,825,161,696,0
15337,1007,317,0,2
15338,1,2329,6,0
15339,3,50,1714,0
15340,870,9,0,0
15341,0,1720,103,1
15342,646,792,9,0
15343,1,2110,360,13
15344,690,175,6,0
15345,11,1797,0,1
15346,8,1649,83,0
15347,92,1082,11,0
15348,9,1130,3,0
15349,18,1973,1,0
15350,599,250,0,0
15351,16,2,853,159
15352,270,33,24,235
15353,2,1119,51,0
15354,274,1798,293,0
15355,46,1245,42,0
15356,514,699,0,5
15357,731,2,0,0
15358,3,1013,1214,0
15359,27,2083,31,0
15360,531,10,5,0
15361,18,1793,1,0
15362,486,225,11,0
15363,513,1037,8,0
15364,41,781,59,0
15365,10,86,2536,1
15366,3,996,7,0
15367,604,32,10,0
15368,4,133,2756,0
15369,17,49,2412,0
15370,497,115,12,0
15371,1,14,2373,0
15372,19,1296,223,0
15373,1,1,1387,0
15374,513,18,2,0
15375,93,1850,11,0
15376,2,26,2234,0
15377,418,25,159,0
15378,3,199,3141,0
15379,2,2336,98,0
15380,8,1445,1,0
15381,503,6,113,0
15382,785,0,0,0
15383,748,52,0,5
15384,722,56,7,0
15385,31,29,1877,0
15386,2,757,7,0
15387,27,2078,45,0
15388,539,1720,1,0
15389,363,671,1,0
15390,26,1200,0,2
15391,582,2,0,0
15392,39,621,5,0
15393,23,5,1814,0
15394,46,471,898,0
15395,4,6,1272,0
15396,11,8,1543,0
15397,553,158,25,0
15398,612,263,320,0
15399,504,0,6,0
15400,1,7,2785,0
15401,1,197,1484,0
15402,3,0,30,0
15403,29,1033,5,0
15404,17,2,1601,0
15405,625,60,1,2
15406,4,15,1379,0
15407,27,1142,666,0
15408,7,867,1473,0
15409,25,1960,86,1
15410,4,2073,282,0
15411,169,7,0,0
15412,609,238,32,0
15413,5,22,1693,0
15414,7,16,2034,0
15415,5,0,1,0
15416,2,11,2112,0
15417,765,98,2,6
15418,11,1017,4,0
15419,678,0,0,0
15420,11,2117,9,0
15421,10,1550,23,0
15422,38,7,0,0
15423,616,266,113,0
15424,2,0,3201,0
15425,501,194,21,1
15426,11,914,3,0
15427,455,165,38,0
15428,14,20,2688,0
15429,620,1532,167,0
15430,1,17,1457,0
15431,2,26,2632,0
15432,539,10,14,0
15433,551,19,2,0
15434,5,20,3477,0
15435,66,125,4184,0
15436,49,1902,0,1
15437,6,1450,174,0
15438,17,1591,10,0
15439,0,1,984,0
15440,943,712,1,0
15441,35,93,1300,0
15442,4,16,2497,0
15443,950,54,275,0
15444,8,26,332,679
15445,6,130,2288,0
15446,7,1398,6,0
15447,1,1809,19,0
15448,50,8,2638,0
15449,28,1310,115,7
15450,5,68,1459,0
15451,8,702,85,0
15452,718,4,810,1
15453,35,191,3220,0
15454,1,2019,90,0
15455,2,1824,77,0
15456,448,21,568,0
15457,3,1315,0,1
15458,17,1303,1,0
15459,13,1383,0,0
15460,6,32,2309,0
15461,645,5,366,0
15462,2,8,2225,0
15463,20,1965,3,0
15464,106,2043,645,0
15465,5,34,999,0
15466,8,974,9,0
15467,49,1966,36,0
15468,632,355,59,0
15469,898,718,14,1
15470,1,589,2971,0
15471,373,2,26,12
15472,49,72,1928,0
15473,16,13,1459,0
15474,430,2,0,2
15475,701,454,33,0
15476,13,15,2569,0
15477,2,33,2465,0
15478,5,43,1515,0
15479,510,713,3,1
15480,2,408,3803,0
15481,4,70,3604,0
15482,99,42,136,0
15483,9,1235,1,0
15484,781,860,0,0
15485,52,254,1895,0
15486,1097,47,9,0
15487,1,1453,61,0
15488,1,3,1864,0
15489,658,2,9,0
15490,2,52,2335,0
15491,7,1141,2,0
15492,6,2,1725,0
15493,956,209,225,0
15494,287,925,36,0
15495,1049,20,2,1
15496,479,0,42,5
15497,25,0,2009,3
15498,857,13,0,0
15499,11,1216,2,0
15500,15,1004,30,0
15501,769,145,0,0
15502,81,521,3,0
15503,156,0,0,163
15504,1,257,1328,0
15505,668,111,6,0
15506,799,30,3,0
15507,3,1902,7,0
15508,1140,180,314,0
15509,753,19,49,2
15510,483,41,7,3
15511,38,2692,76,0
15512,254,2477,18,0
15513,2,4388,43,2
15514,11,8,2346,0
15515,32,8,1363,0
15516,1,2,1898,0
15517,539,202,8,0
15518,15,825,1,0
15519,15,1923,43,0
15520,1,939,3,0
15521,10,1177,26,5
15522,542,8,19,1
15523,464,35,0,0
15524,6,817,14,0
15525,7,2423,5,0
15526,61,2103,2,0
15527,75,1182,10,0
15528,4,1341,6,0
15529,3,26,1575,0
15530,21,3437,411,0
15531,36,934,0,0
15532,625,257,7,0
15533,809,217,26,0
15534,6,0,63,159
15535,5,1050,33,0
15536,1,963,4,0
15537,474,20,1,41
15538,10,1246,11,0
15539,5,0,2569,0
15540,22,2112,5,0
15541,482,1,0,5
15542,11,15,3177,0
15543,3,20,1467,0
15544,10,1969,2,0
15545,592,35,48,10
15546,1,19,751,0
15547,645,351,0,2
15548,2,1,1995,0
15549,512,368,10,0
15550,28,14,2268,0
15551,53,756,14,0
15552,10,1565,16,0
15553,3,2741,1,0
15554,11,498,0,0
15555,30,2237,41,4
15556,3,1361,144,0
15557,12,2038,64,0
15558,1094,368,187,1
15559,1,1440,7,0
15560,44,1498,4,0
15561,7,1165,1,0
15562,1,7,1808,0
15563,615,4,388,0
15564,8,1699,1,0
15565,492,19,11,1
15566,1,1846,11,0
15567,20,1280,1,0
15568,4,54,2094,0
15569,8,577,1,0
15570,749,100,5,0
15571,4,309,1703,0
15572,6,4,3099,0
15573,602,160,1,0
15574,619,263,74,0
15575,626,14,4,2
15576,0,3113,4,0
15577,44,1497,81,3
15578,26,103,82,301
15579,10,1039,15,0
15580,44,1697,9,0
15581,47,372,2752,8
15582,0,1014,42,0
15583,63,1314,16,0
15584,11,1807,16,0
15585,11,1310,195,0
15586,5,1918,11,0
15587,1133,0,0,0
15588,1,6,299,0
15589,30,1939,0,35
15590,462,389,5,0
15591,18,8,0,585
15592,574,714,64,1
15593,72,1559,7,0
15594,160,1453,1,0
15595,787,1,50,0
15596,14,7,0,0
15597,16,5,1957,0
15598,38,1662,183,0
15599,506,16,48,0
15600,480,13,3,0
15601,364,30,0,0
15602,1014,2,333,0
15603,31,762,2260,0
15604,10,1349,0,2
15605,4,810,353,0
15606,873,9,0,0
15607,707,144,22,0
15608,15,1153,29,0
15609,869,88,0,0
15610,80,2545,300,0
15611,213,1246,0,3
15612,614,14,0,0
15613,579,94,22,0
15614,755,3,6,0
15615,723,16,0,6
15616,488,0,0,0
15617,860,1,0,0
15618,9,1823,4,1
15619,15,1357,24,0
15620,508,238,169,0
15621,782,0,0,0
15622,573,144,1,0
15623,543,4,3,0
15624,1193,29,0,0
15625,19,40,2470,0
15626,611,76,39,0
15627,580,278,10,26
15628,5,29,2392,0
15629,6,1197,470,0
15630,594,30,0,0
15631,471,401,377,36
15632,2,14,2251,0
15633,2,983,364,0
15634,624,1284,175,0
15635,8,1932,1,0
15636,545,12,3,0
15637,911,0,44,0
15638,533,222,1277,3
15639,14,1211,276,0
15640,559,94,8,0
15641,846,0,0,2
15642,49,1202,149,11
15643,575,10,83,0
15644,208,2648,6,0
15645,42,2583,6,0
15646,661,8,2,0
15647,711,37,1,0
15648,737,110,8,9
15649,866,0,5,0
15650,100,229,1177,0
15651,740,2,446,0
15652,10,1612,1,0
15653,676,0,0,0
15654,55,1566,2,0
15655,527,646,74,0
15656,130,135,1808,0
15657,15,4,1884,0
15658,2,47,2182,0
15659,715,0,36,2
15660,1,0,3202,0
15661,853,43,0,2
15662,493,101,155,0
15663,11,976,4,0
15664,954,37,221,1
15665,425,0,3,0
15666,4,2562,2,0
15667,1034,543,2,0
15668,8,751,0,1
15669,789,0,1,8
15670,28,1401,8,0
15671,67,36,921,0
15672,6,106,1222,0
15673,633,15,0,19
15674,612,110,10,0
15675,564,7,10,2
15676,721,1,5,0
15677,2,0,1808,1
15678,12,1909,30,0
15679,510,627,8,0
15680,6,0,3448,31
15681,44,2064,0,0
15682,19,1647,18,0
15683,18,2881,35,0
15684,7,1723,0,5
15685,585,0,11,0
15686,580,19,1,0
15687,828,217,754,0
15688,6,1539,18,0
15689,897,171,3,0
15690,22,95,2041,0
15691,30,2126,16,0
15692,1,2561,0,0
15693,3,1443,1,0
15694,19,1154,86,0
15695,127,2861,9,0
15696,81,1351,0,1
15697,3,22,11,281
15698,10,4,131,111
15699,71,1606,351,0
15700,3,2743,5,0
15701,19,4,20,287
15702,715,86,15,0
15703,493,14,8,10
15704,19,1141,1,0
15705,1,39,2785,0
15706,7,1525,73,0
15707,32,144,3028,0
15708,11,50,2005,0
15709,35,1,1803,0
15710,26,73,3344,0
15711,83,1389,20,0
15712,3,83,3029,0
15713,2,1669,27,0
15714,24,1774,4,0
15715,564,292,4,0
15716,1,170,1695,0
15717,165,1438,9,0
15718,2,3,2797,0
15719,584,31,444,0
15720,48,8,1731,0
15721,4,47,3079,0
15722,15,3,1270,0
15723,431,743,18,0
15724,11,3,47,336
15725,5,0,2579,0
15726,9,25,1753,0
15727,15,1215,172,0
15728,7,884,32,0
15729,5,42,2924,0
15730,11,43,1855,0
15731,56,21,3284,0
15732,4,1047,7,0
15733,12,2,936,0
15734,8,8,2820,1
15735,563,518,60,0
15736,733,318,210,0
15737,523,4,1,2
15738,7,843,48,0
15739,478,19,1406,0
15740,30,48,2924,0
15741,524,789,1,7
15742,210,5,299,269
15743,639,192,432,3
15744,16,1093,54,0
15745,451,57,513,0
15746,2,44,2710,0
15747,32,712,39,0
15748,11,5,1963,0
15749,9,1413,27,0
15750,7,6,1481,0
15751,561,10,0,0
15752,51,2271,24,0
15753,13,12,1375,0
15754,863,31,48,0
15755,415,148,0,1
15756,7,1311,4,0
15757,712,15,31,0
15758,540,5,0,15
15759,459,4,3,0
15760,242,14,2961,0
15761,59,1038,12,0
15762,569,82,5,0
15763,0,1938,0,0
15764,53,2001,38,0
15765,291,60,9,0
15766,29,1469,1,0
15767,523,219,0,8
15768,6,0,197,137
15769,50,1252,8,0
15770,956,12,74,4
15771,29,1373,1,0
15772,256,4,0,0
15773,3,2001,51,0
15774,19,3,2026,0
15775,423,0,0,0
15776,520,771,202,0
15777,8,1542,22,0
15778,66,2050,3,0
15779,693,508,18,0
15780,1100,332,1233,0
15781,0,4,1825,0
15782,1,107,1608,0
15783,1,4,2525,0
15784,27,1999,11,0
15785,22,1688,34,0
15786,527,0,7,0
15787,1,26,936,0
15788,2,1209,76,0
15789,1,11,2947,0
15790,35,0,23,244
15791,1,894,16,0
15792,15,23,1613,0
15793,6,1741,3,0
15794,64,836,6,0
15795,4,1456,1,0
15796,621,97,51,0
15797,331,1,263,0
15798,3,115,1396,0
15799,7,134,909,0
15800,12,70,2540,0
15801,617,1134,755,15
15802,657,16,2,0
15803,753,15,12,0
15804,12,1285,13,0
15805,359,3492,4,0
15806,41,51,5,161
15807,94,0,0,0
15808,48,1058,290,14
15809,566,500,14,6
15810,12,6,2153,0
15811,602,33,0,0
15812,13,349,4033,0
15813,3,1538,879,0
15814,28,43,1720,0
15815,1129,8,21,0
15816,43,268,1031,0
15817,0,15,1118,0
15818,28,2,891,1
15819,6,263,2905,0
15820,2,2142,13,0
15821,52,170,2551,0
15822,2,9,1843,0
15823,30,9,1820,0
15824,121,44,1994,0
15825,668,2995,7,0
15826,8,1341,2,0
15827,1,1113,0,1
15828,568,31,0,0
15829,813,509,2,0
15830,8,2,1305,0
15831,9,171,2356,0
15832,1,33,1925,0
15833,24,2593,6,0
15834,11,73,2096,0
15835,29,130,1,446
15836,569,12,1,0
15837,4,1538,0,2
15838,56,125,2,355
15839,450,4,558,37
15840,655,230,107,0
15841,11,1225,37,0
15842,28,1850,48,0
15843,4,1596,2,15
15844,119,1365,69,0
15845,2,2,869,0
15846,17,2537,51,0
15847,26,450,2,27
15848,7,15,1464,0
15849,526,0,0,2
15850,2,61,1776,0
15851,8,1455,27,0
15852,2,2177,16,0
15853,230,2180,41,0
15854,452,276,36,4
15855,128,0,1167,0
15856,2,7,2560,0
15857,7,81,2393,0
15858,14,1165,30,0
15859,125,1677,3,9
15860,346,3,1878,0
15861,622,88,1,0
15862,843,0,0,0
15863,2,2380,25,0
15864,3,169,1899,0
15865,156,1659,0,4
15866,671,284,0,6
15867,2,1597,159,0
15868,491,41,0,8
15869,47,1434,679,0
15870,691,38,25,0
15871,15,22,2064,0
15872,6,1913,11,0
15873,39,1887,160,0
15874,443,733,117,0
15875,890,1435,0,0
15876,73,1685,9,0
15877,1,178,1448,0
15878,610,3,0,1
15879,746,336,1294,0
15880,26,1799,3,1
15881,951,0,0,0
15882,534,48,72,0
15883,168,23,2178,0
15884,79,0,153,0
15885,10,943,22,0
15886,1,3583,2,0
15887,23,1454,14,0
15888,645,24,7,0
15889,6,1716,59,0
15890,1,736,1,0
15891,32,748,6,0
15892,3,2437,26,0
15893,666,2,659,0
15894,2,925,1,0
15895,4,2336,14,0
15896,84,196,8,324
15897,3,7,1708,0
15898,65,3,2894,0
15899,1,2,1526,0
15900,702,0,38,0
15901,765,217,86,0
15902,106,456,2,0
15903,34,27,2147,9
15904,43,2154,154,0
15905,771,8,2,4
15906,58,2600,4,0
15907,963,183,1,0
15908,1,4,3957,0
15909,1,13,1509,0
15910,9,2052,7,0
15911,899,1821,120,3
15912,474,31,11,0
15913,460,134,0,5
15914,20,12,1334,0
15915,8,1036,2,0
15916,15,2247,18,0
15917,5,41,1644,0
15918,10,7,1569,0
15919,763,4,462,0
15920,16,1745,2,0
15921,23,53,99,523
15922,1,1,2127,0
15923,485,0,0,0
15924,610,174,0,25
15925,19,0,23,485
15926,16,1445,2,0
15927,520,186,50,0
15928,450,197,0,3
15929,20,0,2247,0
15930,26,1714,205,0
15931,427,1566,81,0
15932,2,0,503,0
15933,30,1239,2,1
15934,10,1779,11,0
15935,479,376,0,23
15936,18,983,92,5
15937,23,12,3307,0
15938,771,0,0,0
15939,1,2858,2,0
15940,64,995,15,1
15941,740,0,0,0
15942,20,78,1688,0
15943,3,110,1444,0
15944,10,1293,64,0
15945,2,2,1194,0
15946,2,1512,775,0
15947,54,610,2897,0
15948,1,1040,3,0
15949,456,41,0,1
15950,12,1815,15,0
15951,30,14,4660,0
15952,25,2301,168,0
15953,1,1139,39,0
15954,1,412,2,0
15955,580,468,0,2
15956,1,2,1405,0
15957,42,1774,2,0
15958,6,1446,0,1
15959,8,1140,1,15
15960,4,4,1454,0
15961,579,29,240,0
15962,65,2017,0,2
15963,25,2841,6,0
15964,9,2,2234,0
15965,20,28,266,188
15966,38,68,2606,0
15967,468,529,412,0
15968,60,1429,350,0
15969,762,0,0,0
15970,3,18,1624,0
15971,2,1423,2,0
15972,798,105,9,0
15973,15,711,1,0
15974,488,253,10,0
15975,513,15,0,3
15976,9,973,0,2
15977,448,4,0,5
15978,472,380,766,6
15979,7,1556,11,0
15980,247,1144,9,0
15981,8,17,0,152
15982,29,2780,4,0
15983,8,1101,10,0
15984,576,376,1,1
15985,87,18,1704,0
15986,641,94,111,0
15987,8,124,2215,0
15988,1,5,4031,0
15989,1010,0,0,0
15990,8,1448,373,0
15991,34,1075,23,0
15992,539,202,272,0
15993,8,1696,55,0
15994,635,0,3,19
15995,47,16,1222,0
15996,53,1280,25,0
15997,111,2367,2,0
15998,582,7,1,0
15999,741,83,0,0
16000,243,2467,87,0
16001,4,271,1574,0
16002,39,10,1326,0
16003,540,15,33,0
16004,4,599,16,0
16005,9,121,162,0
16006,601,44,33,0
16007,6,2786,2,1
16008,1,85,1393,0
16009,16,48,2264,0
16010,743,5,45,0
16011,470,321,8,0
16012,2,1278,12,0
16013,1,171,1718,0
16014,646,199,0,2
16015,602,8,0,0
16016,1063,695,1141,9
16017,60,3029,11,0
16018,4,1192,4,0
16019,59,45,1939,0
16020,10,3,0,167
16021,9,2506,1,0
16022,8,1369,3,0
16023,14,593,3,0
16024,451,20,250,0
16025,194,0,22,0
16026,680,4,106,0
16027,12,1049,0,1
16028,5,846,45,0
16029,11,3,2232,0
16030,7,19,1295,0
16031,2,16,1474,0
16032,12,2469,12,0
16033,1,3326,59,0
16034,206,1959,4,0
16035,34,845,3,0
16036,47,1647,125,3
16037,537,114,5,0
16038,13,85,1614,0
16039,90,0,1941,0
16040,107,2685,35,0
16041,103,991,5,0
16042,11,7,1512,0
16043,683,89,19,0
16044,551,0,0,0
16045,599,49,4,0
16046,126,1436,17,0
16047,5,2746,6,0
16048,31,14,2846,0
16049,3,923,2,0
16050,3,7,1207,0
16051,451,184,21,24
16052,498,178,0,2
16053,9,1379,38,0
16054,55,2279,9,0
16055,11,2077,2,0
16056,11,1470,6,0
16057,672,116,9,0
16058,31,2103,1,0
16059,26,976,2,0
16060,28,1306,11,0
16061,471,0,4,0
16062,429,45,30,63
16063,6,0,1912,0
16064,58,5,66,237
16065,22,1691,20,0
16066,650,0,33,2
16067,48,3778,256,0
16068,699,5,7,0
16069,3,8,2178,0
16070,15,24,1677,0
16071,230,0,13,196
16072,34,183,3062,0
16073,1,98,1472,0
16074,5,991,0,2
16075,1,1547,12,0
16076,417,474,0,0
16077,17,243,2353,0
16078,739,1,9,0
16079,7,1076,7,0
16080,32,193,1964,0
16081,457,1,0,0
16082,33,14,27,244
16083,3,797,7,0
16084,17,1489,26,0
16085,4,1,1579,0
16086,13,422,970,0
16087,2,14,1922,0
16088,727,33,397,0
16089,1,25,2378,0
16090,56,1,13,1
16091,41,1068,47,0
16092,70,2957,1,0
16093,4,1177,0,442
16094,30,1514,69,0
16095,4,1077,5,0
16096,571,25,1,0
16097,4,1493,320,0
16098,526,24,4,1
16099,4,864,51,0
16100,7,1611,9,0
16101,6,28,0,239
16102,503,0,52,0
16103,29,23,0,230
16104,32,1357,13,0
16105,0,974,1,0
16106,81,1633,8,0
16107,16,9,2469,0
16108,548,27,3,0
16109,839,0,23,9
16110,209,1200,1,0
16111,60,1238,0,2
16112,586,12,168,0
16113,104,1175,634,0
16114,958,954,0,12
16115,756,763,52,5
16116,18,1124,7,0
16117,5,14,1747,0
16118,14,5,1173,0
16119,21,1204,3,0
16120,602,627,91,1
16121,17,904,4,0
16122,694,651,1142,0
16123,12,99,2362,0
16124,6,69,2401,0
16125,36,950,10,0
16126,4,1893,14,0
16127,21,1,0,350
16128,2,1495,0,0
16129,65,48,0,821
16130,105,11,2170,0
16131,479,20,0,0
16132,2,23,2020,0
16133,16,1192,5,0
16134,1,71,2462,0
16135,7,2281,0,3
16136,69,2044,0,0
16137,3,49,2447,0
16138,480,6,2,0
16139,64,36,5,0
16140,6,169,3,409
16141,15,1702,19,0
16142,4,1348,15,0
16143,8,26,1304,0
16144,73,43,1430,0
16145,12,1792,22,0
16146,660,15,25,0
16147,52,51,2520,4
16148,4,1626,21,0
16149,546,19,11,0
16150,1,2041,162,0
16151,944,7,0,0
16152,11,2037,145,0
16153,1,770,145,0
16154,364,1109,0,0
16155,14,6,5,265
16156,1,2007,3,0
16157,47,1437,46,0
16158,19,56,3269,5
16159,15,2016,657,0
16160,0,22,2616,0
16161,2,1230,0,0
16162,648,14,5,2
16163,17,2146,366,0
16164,495,0,5,2
16165,2,64,1874,0
16166,696,56,5,0
16167,5,662,0,1
16168,12,814,6,0
16169,3,510,0,0
16170,13,1726,36,0
16171,7,327,2218,0
16172,1,76,2187,0
16173,588,31,249,0
16174,6,996,1,0
16175,6,2777,1390,0
16176,663,202,7,0
16177,13,143,3,325
16178,101,1622,2,0
16179,713,19,15,0
16180,1,35,2142,0
16181,0,1326,1,0
16182,1,7,2232,0
16183,8,2135,23,0
16184,14,2095,2,0
16185,17,7,1388,0
16186,589,302,68,0
16187,1,1,2257,1
16188,6,11,3007,0
16189,974,0,0,0
16190,102,419,2014,0
16191,15,1771,11,0
16192,11,0,0,165
16193,21,33,2088,0
16194,2,239,0,0
16195,25,1,470,223
16196,716,71,1,3
16197,10,135,2103,0
16198,5,2053,0,3
16199,10,189,2094,0
16200,19,1584,59,0
16201,85,1630,27,1
16202,688,23,6,0
16203,1,1693,16,0
16204,7,1667,5,1
16205,509,183,1,48
16206,2,7,2831,0
16207,879,133,553,3
16208,7,1592,0,1
16209,629,371,0,0
16210,41,1281,302,0
16211,2,26,2340,0
16212,23,1525,39,0
16213,6,1199,17,0
16214,2,1744,8,0
16215,39,206,2585,0
16216,6,1173,12,0
16217,25,8,5,231
16218,22,1070,374,0
16219,502,29,0,0
16220,3,1470,8,0
16221,19,1575,6,0
16222,39,1351,0,1
16223,26,1375,3,0
16224,3,1409,172,0
16225,3,1049,54,0
16226,469,499,32,1
16227,8,799,6,0
16228,6,1812,137,0
16229,2,2226,1,0
16230,451,16,359,0
16231,527,61,1,0
16232,9,113,3840,0
16233,3,1077,3,0
16234,15,1451,16,0
16235,608,22,736,0
16236,474,412,9,0
16237,22,1233,5,0
16238,495,3,11,0
16239,30,1792,3,0
16240,27,0,1528,0
16241,556,1130,55,2
16242,343,2156,24,9
16243,4,2502,11,0
16244,4,900,295,0
16245,23,2056,25,0
16246,11,922,5,0
16247,15,1033,1049,0
16248,43,1400,54,0
16249,1055,446,1005,0
16250,10,1186,3,0
16251,7,160,2025,0
16252,604,90,5,1
16253,687,60,5,0
16254,77,2782,62,1
16255,28,1680,2,0
16256,430,346,8,0
16257,918,562,0,1
16258,1,1548,4,0
16259,475,378,246,0
16260,9,1180,94,0
16261,595,814,80,2
16262,2,1288,7,0
16263,1,1237,5,0
16264,48,4,12,195
16265,1025,139,7,0
16266,1,6,1890,0
16267,18,144,2719,0
16268,1,15,3377,0
16269,565,742,41,0
16270,29,1069,6,0
16271,772,1,0,0
16272,69,1894,49,0
16273,23,1029,8,0
16274,12,1458,23,0
16275,487,5,555,0
16276,55,1247,56,0
16277,611,7,16,0
16278,6,2145,1,0
16279,82,2563,97,0
16280,6,8,1560,0
16281,491,366,14,0
16282,27,1423,326,0
16283,481,69,8,0
16284,92,1082,5,0
16285,52,147,3155,0
16286,24,97,1223,0
16287,49,1705,2,0
16288,1346,43,4,4
16289,728,36,793,0
16290,5,3,1688,0
16291,24,2199,1,0
16292,507,12,17,0
16293,3,1229,272,0
16294,6,1857,10,0
16295,1,214,1369,0
16296,191,790,2,3
16297,625,1316,3,0
16298,26,74,2399,1
16299,25,965,12,0
16300,554,555,0,3
16301,12,10,1544,0
16302,73,2374,0,0
16303,268,1521,3,0
16304,466,97,10,0
16305,13,17,28,562
16306,640,56,0,0
16307,12,1529,165,0
16308,165,5,1,150
16309,734,177,1,1
16310,21,1363,239,0
16311,14,1087,30,0
16312,11,42,1901,0
16313,2,4,2011,0
16314,61,1476,2,0
16315,2,27,623,0
16316,8,1649,50,0
16317,106,1059,0,0
16318,598,0,12,0
16319,957,3,18,0
16320,1,1061,117,0
16321,2,1432,15,0
16322,4,1033,2,0
16323,3,9,2058,0
16324,767,149,12,0
16325,137,536,2697,0
16326,509,0,0,0
16327,83,5,1162,0
16328,4,1279,3,0
16329,6,42,2899,0
16330,809,2,66,0
16331,5,0,2299,6
16332,17,273,1284,0
16333,1,1294,26,0
16334,1,0,1922,1
16335,27,0,14,179
16336,5,186,2729,0
16337,14,1736,208,0
16338,2,21,2013,0
16339,1140,54,37,0
16340,1,1458,7,0
16341,595,225,78,0
16342,4,109,2066,0
16343,5,190,2889,0
16344,3,1365,8,0
16345,3,12,1218,0
16346,102,1493,28,0
16347,496,944,1379,0
16348,397,2585,120,0
16349,2,78,2275,0
16350,4,5,2062,0
16351,17,1258,137,0
16352,4,1037,4,0
16353,17,1475,7,0
16354,9,954,243,0
16355,11,12,0,139
16356,7,1524,20,0
16357,2,1221,10,0
16358,445,23,8,9
16359,1,1090,14,0
16360,3,1,3020,0
16361,24,860,0,7
16362,6,2411,2,0
16363,4,137,2175,0
16364,5,1277,27,0
16365,1,17,4377,0
16366,1,0,40,180
16367,5,1397,81,0
16368,1,77,1034,0
16369,1,5,1692,0
16370,664,337,377,0
16371,3,1538,1,0
16372,18,1383,13,0
16373,0,17,2141,0
16374,11,4,0,0
16375,772,382,11,2
16376,5,55,1805,0
16377,6,1068,38,0
16378,38,1773,22,0
16379,612,159,112,0
16380,511,63,20,4
16381,6,2086,0,1
16382,573,152,0,2
16383,507,53,0,2
16384,434,625,93,0
16385,634,1585,3,0
16386,1,969,91,0
16387,1,6,39,0
16388,108,1152,0,1
16389,39,41,1409,0
16390,22,6,1224,0
16391,26,5,1664,1
16392,50,0,1906,7
16393,473,178,6,0
16394,11,2184,471,0
