绊按锅龋,己喊,楷飞措,芭林瘤开,瘤开疙,醚备概陛咀,乞闭备概陛咀,醚备概惑前俺荐,醚备概扒荐,1雀 乞闭备概扒荐,备概惑前啊瘤荐,林劝悼矫埃,备概力绒荤,版里荤捞侩,牢磐齿劝侩后档,捞侩痢器,促嫡捞
17994,F,20技~24技,27,辑匡,1518143,5010,303,194,2,113,16,D,0,4,15,0
17995,F,20技~24技,100,版扁,765380,6432,119,84,1,37,17,D,0,0,7,0
17996,F,40技~44技,55,辑匡,17900000,31024,578,423,1,80,18,B,9,0,2,0
17997,F,50技~54技,270,面合,7002567,7024,997,476,2,332,18,C,0,11,65,0
17998,M,35技~39技,24,辑匡,6619157,3584,1847,572,3,226,22,C,0,0,1,0
17999,F,20技~24技,100,版扁,12700000,8692,1457,409,4,509,19,C,0,0,43,0
18000,F,40技~44技,100,版扁,3209505,2597,1236,584,2,159,19,C,0,0,9,0
18001,F,20技~24技,100,版扁,3443580,8219,419,366,1,62,17,D,0,0,41,0
18002,F,20技~24技,24,辑匡,2306320,8803,262,160,2,108,22,D,0,0,7,0
18003,M,30技~34技,100,版扁,11400000,9165,1244,385,3,422,15,C,0,0,48,0
18004,F,25技~29技,310,面巢,12800000,5866,2180,441,5,529,16,C,0,0,66,0
18005,F,45技~49技,49,辑匡,7003843,5827,1202,591,2,285,19,C,0,0,11,0
18006,F,35技~39技,460,何魂,8257721,3106,2659,521,5,290,17,C,0,0,238,0
18007,M,30技~34技,360,版合,18000000,10123,1780,791,2,353,22,C,9,0,335,0
18008,M,20技~24技,16,辑匡,5507626,2691,2047,649,3,220,17,C,0,0,18,0
18009,F,20技~24技,100,版扁,4019740,6943,579,380,2,224,16,D,0,2,3,0
18010,M,25技~29技,410,措备,4332630,8023,540,303,2,93,23,D,1,0,7,0
18011,M,45技~49技,340,措傈,12900000,5016,2570,887,3,419,21,C,0,0,224,0
18012,F,30技~34技,340,措傈,5488129,6222,882,310,3,339,11,C,0,7,224,0
18013,M,35技~39技,100,版扁,19300000,8242,2337,436,5,395,20,C,0,0,44,0
18014,M,35技~39技,240,碍盔,24300000,10553,2303,608,4,404,16,C,0,0,126,0
18015,M,40技~44技,72,辑匡,11100000,5324,2076,894,2,351,22,C,0,0,112,0
18016,F,20技~24技,440,匡魂,22200000,28855,770,520,1,233,19,D,9,0,14,0
18017,F,40技~44技,410,措备,10300000,4233,2425,656,4,360,22,C,0,0,116,0
18018,M,30技~34技,75,辑匡,6786090,3817,1778,894,2,187,20,C,1,0,504,0
18019,M,30技~34技,100,版扁,10200000,6520,1565,730,2,261,23,C,1,0,515,0
18020,F,35技~39技,340,措傈,16400000,5371,3045,774,4,407,16,C,0,0,224,0
18021,F,35技~39技,570,傈巢,11200000,3450,3077,798,4,310,11,C,0,0,54,0
18022,F,50技~54技,27,辑匡,8386220,16840,498,451,1,109,19,C,8,0,1,0
18023,M,30技~34技,27,辑匡,6537309,10859,602,237,3,237,19,D,6,0,7,0
18024,F,45技~49技,340,措傈,12000000,5420,2218,580,4,361,19,C,0,0,224,0
18025,M,25技~29技,100,版扁,6157513,4930,1249,754,2,207,22,C,0,0,291,0
18026,M,40技~44技,100,版扁,9422110,4852,1942,571,3,477,15,C,0,0,26,0
18027,F,40技~44技,47,辑匡,10700000,6160,1742,392,4,432,17,C,0,0,14,0
18028,F,45技~49技,310,面巢,10100000,4794,2101,507,4,538,21,C,0,0,50,0
18029,F,50技~54技,100,版扁,19200000,15594,1231,516,2,395,22,B,0,0,45,0
18030,F,50技~54技,410,措备,9582220,7146,1341,402,3,430,16,C,1,0,98,0
18031,F,55技~59技,100,版扁,11700000,5544,2105,466,5,487,22,C,0,2,47,0
18032,M,30技~34技,13,辑匡,7062038,3279,2154,867,2,340,21,C,0,0,495,0
18033,F,25技~29技,460,何魂,484280,1364,355,238,1,36,19,D,0,0,4,0
18034,F,60技捞惑,55,辑匡,22100000,7927,2785,618,5,588,22,C,0,0,13,0
18035,M,50技~54技,410,措备,12200000,5152,2364,735,3,464,16,C,0,0,160,0
18036,F,35技~39技,210,牢玫,12000000,4479,2680,692,4,405,16,C,0,0,292,0
18037,F,35技~39技,100,版扁,15500000,7070,2187,625,4,230,14,C,1,1,245,0
18038,F,20技~24技,100,版扁,5203930,20488,254,237,1,49,11,D,0,19,42,0
18039,M,40技~44技,13,辑匡,78300000,45577,1719,864,2,449,12,C,0,0,8,1
18040,F,60技捞惑,72,辑匡,9575206,6830,1402,748,2,157,21,C,0,0,215,0
18041,F,35技~39技,410,措备,19000000,8515,2237,463,5,542,14,C,0,0,98,0
18042,F,45技~49技,460,何魂,8313795,14285,582,493,1,99,18,B,9,0,29,0
18043,M,40技~44技,49,辑匡,5234639,6998,748,541,1,158,11,C,9,8,26,0
18044,F,50技~54技,100,版扁,11200000,5172,2158,557,4,358,20,C,0,0,93,0
18045,F,55技~59技,100,版扁,89700000,105558,850,699,1,148,13,C,0,0,20,0
18046,F,35技~39技,270,面合,17200000,5393,3077,730,4,756.2279047,16,C,0,0,68,0
18047,F,55技~59技,75,辑匡,7825590,15374,509,462,1,113,19,C,0,0,9,0
18048,F,50技~54技,100,版扁,5504478,7786,707,387,2,298,23,C,0,17,46,0
18049,F,45技~49技,100,版扁,46600000,18554,2514,520,5,564,20,C,1,0,27,0
18050,F,40技~44技,24,辑匡,20400000,10294,1978,601,3,697,19,C,0,0,11,0
18051,F,50技~54技,100,版扁,11500000,7719,1489,410,4,505,21,C,0,55,46,0
18052,F,20技~24技,55,辑匡,56100000,91805,611,592,1,115,14,D,0,0,2,0
18053,F,35技~39技,410,措备,22100000,13271,1663,624,3,543,15,C,3,0,98,0
18054,F,45技~49技,24,辑匡,25600000,22434,1142,607,2,318,16,C,0,0,11,0
18055,F,20技~24技,45,辑匡,24900000,40331,618,536,1,93,17,D,0,0,1,0
18056,F,45技~49技,410,措备,8175702,5886,1389,611,2,422,22,C,0,0,98,0
18057,F,20技~24技,20,辑匡,1867480,8015,233,150,2,71,23,D,0,2,11,0
18058,F,35技~39技,100,版扁,12600000,22548,561,453,1,101,16,D,2,0,17,0
18059,F,50技~54技,30,辑匡,122000000,147235,752,514,1,136,15,B,0,0,2,0
18060,F,40技~44技,410,措备,19500000,7157,2726,864,3,343,17,C,0,0,229,0
18061,F,40技~44技,570,傈巢,6098402,2271,2685,756,4,239,15,C,0,0,420,0
18062,M,45技~49技,100,版扁,11000000,4359,2515,543,5,264,18,C,0,0,17,0
18063,F,45技~49技,540,傈合,13100000,5453,2402,497,5,561,10,C,0,0,122,0
18064,M,40技~44技,100,版扁,12600000,5625,2237,391,6,467,18,D,0,0,47,0
18065,F,40技~44技,460,何魂,3510708,4548,772,202,4,297,17,B,0,4,100,0
18066,F,35技~39技,100,版扁,9114853,6188,1473,413,4,397,17,C,0,4,47,1
18067,F,40技~44技,100,版扁,6058308,2562,2365,804,3,214,20,C,0,0,541,0
18068,M,50技~54技,60,辑匡,677430,56453,12,12,1,10,13,A,0,0,12,0
18069,F,50技~54技,60,辑匡,8785301,7673,1145,621,2,262,17,C,0,0,96,0
18070,F,50技~54技,75,辑匡,27700000,8211,3077,894,3,383,13,C,0,0,108,0
18071,M,55技~59技,460,何魂,16600000,5227,3077,488,6,613,14,C,0,33,90,0
18072,F,55技~59技,55,辑匡,14500000,5204,2788,601,5,386,16,C,0,0,191,0
18073,F,45技~49技,210,牢玫,16600000,11347,1461,655,2,317,22,C,0,0,33,0
18074,F,35技~39技,.,,2348296,13978,168,58,3,122,14,B,0,27,90,1
18075,M,60技捞惑,340,措傈,21400000,11307,1891,440,4,724,17,C,0,1,67,0
18076,F,45技~49技,100,版扁,6660043,4512,1476,604,2,268,18,D,0,0,230,0
18077,F,45技~49技,100,版扁,17000000,8750,1946,474,4,630,18,C,0,0,44,0
18078,M,50技~54技,16,辑匡,13400000,8425,1587,455,3,421,14,C,0,0,8,0
18079,F,35技~39技,100,版扁,28200000,25231,1119,715,2,264,17,C,0,0,556,0
18080,M,40技~44技,340,措傈,10800000,5529,1956,418,5,414,14,C,0,0,71,0
18081,F,40技~44技,100,版扁,10400000,4819,2159,588,4,304,17,C,0,39,230,0
18082,F,45技~49技,100,版扁,18000000,7191,2503,673,4,340,15,C,0,0,230,0
18083,M,35技~39技,60,辑匡,37700000,29219,1289,581,2,91,14,A,9,0,12,0
18084,F,55技~59技,100,版扁,12000000,4223,2837,678,4,340,20,C,0,0,230,0
18085,F,30技~34技,100,版扁,8943840,3894,2297,655,4,263,15,C,0,0,230,0
18086,F,50技~54技,310,面巢,5997955,7913,758,533,1,248,22,C,0,0,70,0
18087,F,30技~34技,100,版扁,12100000,5100,2380,322,6,621,15,C,0,30,28,1
18088,M,30技~34技,24,辑匡,10300000,5902,1749,746,2,306,23,C,0,0,518,0
18089,F,25技~29技,100,版扁,2475710,9069,273,150,2,111,22,D,0,2,15,0
18090,F,45技~49技,16,辑匡,6963916,2622,2656,640,4,225,11,C,0,0,139,0
18091,M,30技~34技,410,措备,8765367,4886,1794,894,1,216,22,C,0,1,160,0
18092,F,40技~44技,60,辑匡,6367144,2599,2450,716,3,188,16,C,0,0,535,0
18093,F,20技~24技,.,,21400000,43893,488,471,1,89,10,D,2,0,8,0
18094,F,45技~49技,75,辑匡,6824407,2984,2287,677,3,286,22,C,0,0,310,0
18095,M,30技~34技,210,牢玫,7316983,3029,2416,748,3,324,20,C,0,0,566,0
18096,M,50技~54技,540,傈合,8219192,6861,1198,602,2,344,22,C,0,0,117,0
18097,F,40技~44技,24,辑匡,6555690,11562,567,459,1,103,17,C,0,0,26,0
18098,F,40技~44技,100,版扁,18000000,8065,2231,441,5,654,19,C,1,6,36,1
18099,F,45技~49技,75,辑匡,9215887,5324,1731,695,2,275,17,D,0,0,484,0
18100,M,50技~54技,210,牢玫,13700000,124790,110,102,1,56,17,C,0,0,9,0
18101,F,45技~49技,52,辑匡,6068040,3958,1533,720,2,209,22,C,0,0,489,0
18102,M,50技~54技,100,版扁,34200000,25827,1325,618,2,429,14,C,6,0,25,0
18103,F,35技~39技,100,版扁,11200000,10193,1096,578,2,427,21,C,0,13,4,0
18104,F,55技~59技,60,辑匡,64200000,68894,932,730,1,131,16,C,0,0,12,0
18105,F,50技~54技,75,辑匡,13200000,3741,3077,824,4,400,21,C,0,0,231,0
18106,F,60技捞惑,100,版扁,12100000,8349,1449,566,3,332,17,C,0,0,19,0
18107,F,45技~49技,310,面巢,6583688,4278,1539,531,3,211,18,C,0,0,214,0
18108,F,60技捞惑,65,辑匡,122000000,134869,1028,620,2,101,17,A,0,1,12,0
18109,M,35技~39技,27,辑匡,15500000,30247,513,345,1,252,15,D,1,1,3,0
18110,F,45技~49技,270,面合,9144650,7614,1201,477,3,382,21,D,0,0,72,0
18111,F,45技~49技,100,版扁,12900000,8026,1605,455,4,425,18,C,0,49,60,0
18112,F,55技~59技,340,措傈,14200000,4692,3027,695,4,254,16,C,0,0,23,0
18113,M,30技~34技,100,版扁,17500000,9404,1863,700,3,495,21,C,8,0,188,0
18114,F,35技~39技,410,措备,8424541,2968,2838,511,6,288,22,C,0,0,276,0
18115,F,35技~39技,270,面合,12100000,9608,1257,479,3,426,18,C,0,0,74,1
18116,F,50技~54技,39,辑匡,15800000,7124,2218,407,5,389,12,D,0,0,9,0
18117,M,35技~39技,460,何魂,14500000,15657,925,594,2,272,12,D,0,0,29,0
18118,M,35技~39技,270,面合,7486569,6142,1219,566,2,284,21,C,0,0,323,0
18119,F,40技~44技,500,版巢,18700000,13363,1396,542,3,473,22,C,0,0,89,0
18120,F,35技~39技,270,面合,20300000,7089,2859,625,5,743,12,D,0,15,47,0
18121,F,35技~39技,100,版扁,10500000,5518,1898,767,2,481,18,C,0,5,305,0
18122,M,35技~39技,100,版扁,19000000,10647,1784,695,3,387,22,C,1,1,362,0
18123,F,60技捞惑,460,何魂,6843593,4432,1544,532,3,244,17,C,0,0,234,0
18124,M,30技~34技,10,辑匡,7818081,4036,1937,894,2,240,22,D,0,0,225,0
18125,F,35技~39技,100,版扁,25900000,12277,2113,752,3,583,18,D,0,0,54,0
18126,M,25技~29技,210,牢玫,7028495,5587,1258,687,2,244,23,C,0,0,516,0
18127,F,45技~49技,310,面巢,13400000,4618,2907,675,4,334,21,C,0,0,202,0
18128,M,40技~44技,60,辑匡,47300000,41976,1126,674,2,408,13,C,0,0,7,0
18129,F,40技~44技,39,辑匡,18800000,32975,570,511,1,148,11,C,0,0,1,0
18130,F,20技~24技,100,版扁,7237982,10370,698,537,1,180,18,C,2,0,19,0
18131,F,35技~39技,72,辑匡,35000000,41526,844,754,1,163,16,C,0,0,9,0
18132,F,35技~39技,500,版巢,11300000,3137,3077,554,6,387,16,C,0,2,337,0
18133,M,30技~34技,75,辑匡,15000000,8093,1853,687,3,378,22,C,1,0,14,0
18134,F,50技~54技,10,辑匡,21200000,10360,2047,543,4,565,22,D,0,61,12,0
18135,F,60技捞惑,460,何魂,4391486,2112,2079,538,4,185,17,C,2,0,238,0
18136,F,45技~49技,75,辑匡,9071574,4007,2264,513,4,356,16,C,0,0,231,0
18137,F,45技~49技,24,辑匡,24900000,17484,1425,573,2,430,21,C,1,0,11,0
18138,F,55技~59技,460,何魂,7513353,4124,1822,412,4,214,16,C,0,0,239,0
18139,F,40技~44技,500,版巢,8231406,3813,2159,599,4,289,17,C,1,0,85,0
18140,M,55技~59技,82,辑匡,16200000,12657,1278,444,3,436,21,C,0,0,10,0
18141,F,35技~39技,100,版扁,6198055,26263,236,186,1,99,14,B,9,4,31,1
18142,F,40技~44技,460,何魂,14300000,3906,3077,698,5,291,16,C,0,0,238,0
18143,F,50技~54技,270,面合,9826795,9323,1054,464,2,366,22,C,0,0,74,0
18144,F,60技捞惑,10,辑匡,19800000,6598,2997,434,6,565,22,C,0,0,12,0
18145,F,35技~39技,39,辑匡,7019849,3752,1871,531,4,211,10,C,0,0,130,0
18146,F,50技~54技,100,版扁,8149682,6082,1340,564,2,256,22,C,0,1,258,0
18147,F,45技~49技,100,版扁,15500000,8454,1839,613,3,316,13,D,0,0,187,0
18148,F,45技~49技,36,辑匡,9197214,4544,2024,694,3,303,18,C,3,0,218,0
18149,M,30技~34技,340,措傈,5949434,4289,1387,622,2,195,23,C,0,1,30,0
18150,F,55技~59技,340,措傈,16100000,4545,3077,894,4,292,10,C,0,0,233,0
18151,M,60技捞惑,360,版合,6705600,5626,1192,383,3,47,17,D,0,0,126,0
18152,F,60技捞惑,45,辑匡,3725419,5307,702,359,2,89,17,C,0,0,9,0
18153,F,45技~49技,100,版扁,17600000,12190,1440,746,2,295,17,C,0,0,31,0
18154,F,20技~24技,87,辑匡,1483980,57076,26,15,2,25,16,C,0,0,23,0
18155,F,45技~49技,55,辑匡,46600000,56336,828,676,1,218,16,C,0,0,2,0
18156,F,60技捞惑,60,辑匡,17900000,26980,665,430,2,123,17,C,0,0,12,0
18157,F,45技~49技,100,版扁,31500000,37545,839,591,1,149,13,C,0,0,35,0
18158,F,45技~49技,410,措备,20800000,15867,1311,526,2,390,16,C,0,23,98,0
18159,F,50技~54技,500,版巢,9994595,8528,1172,459,3,476,17,C,5,6,88,0
18160,F,40技~44技,500,版巢,9398329,3073,3058,593,5,363,17,C,0,0,237,0
18161,F,55技~59技,16,辑匡,20000000,18127,1105,604,2,111,12,B,0,11,20,0
18162,M,35技~39技,100,版扁,20800000,23652,879,695,1,235,17,C,9,0,37,0
18163,F,20技~24技,100,版扁,6790765,21155,321,247,1,101,13,D,3,0,9,0
18164,M,30技~34技,55,辑匡,3856207,3856,1000,662,2,201,15,C,0,54,16,0
18165,F,40技~44技,100,版扁,9786055,4676,2093,546,4,260,17,C,0,0,243,0
18166,F,20技~24技,210,牢玫,4255687,7058,603,405,1,185,19,B,0,0,56,0
18167,F,50技~54技,500,版巢,20900000,5434,3077,894,3,479,18,C,0,0,243,0
18168,M,30技~34技,270,面合,5696449,4471,1274,754,2,175,22,C,0,0,26,0
18169,F,40技~44技,610,堡林,10700000,5570,1917,669,3,305,22,C,0,1,59,0
18170,F,55技~59技,16,辑匡,16400000,18508,885,606,1,313,21,C,0,0,66,1
18171,F,40技~44技,460,何魂,5134830,3947,1301,759,2,173,21,C,0,0,118,0
18172,F,60技捞惑,460,何魂,14400000,15243,945,498,2,230,13,D,0,0,29,0
18173,F,25技~29技,100,版扁,12100000,21126,574,513,1,100,16,C,0,0,37,0
18174,F,45技~49技,100,版扁,8314335,5085,1635,621,3,324,22,C,0,4,266,0
18175,F,35技~39技,100,版扁,9489038,7561,1255,637,2,301,22,C,0,0,266,0
18176,F,30技~34技,460,何魂,14700000,6459,2282,519,4,688,16,C,0,56,90,1
18177,M,30技~34技,210,牢玫,8535117,5775,1478,323,5,542,20,C,0,53,38,0
18178,F,50技~54技,100,版扁,4829854,3495,1382,597,2,280,18,C,0,0,516,0
18179,F,45技~49技,79,辑匡,8802749,4792,1837,594,3,280,22,C,0,0,246,0
18180,F,45技~49技,310,面巢,18600000,22323,833,572,1,266,22,C,0,0,75,0
18181,F,30技~34技,79,辑匡,9272396,10682,868,368,2,353,17,C,0,22,56,1
18182,F,40技~44技,500,版巢,12100000,5998,2024,667,3,353,21,C,0,1,98,0
18183,F,40技~44技,340,措傈,8028419,3236,2481,575,4,189,22,C,0,0,233,0
18184,F,45技~49技,100,版扁,14700000,10248,1434,567,3,315,18,C,0,0,7,0
18185,F,45技~49技,410,措备,18900000,8899,2127,482,4,503,22,C,0,37,98,0
18186,M,50技~54技,100,版扁,31000000,11229,2757,416,6,661,22,C,0,39,48,1
18187,F,45技~49技,100,版扁,13900000,9851,1410,642,2,326,19,C,0,0,198,0
18188,F,40技~44技,570,傈巢,12100000,4967,2438,624,4,381,22,C,0,1,255,0
18189,F,45技~49技,75,辑匡,9198699,5133,1792,577,3,308,21,C,0,0,306,0
18190,F,50技~54技,100,版扁,18700000,24372,768,723,1,89,19,C,1,0,31,0
18191,F,55技~59技,100,版扁,6507200,5566,1169,413,3,346,23,C,0,0,43,0
18192,F,50技~54技,100,版扁,13800000,3887,3077,595,6,259,15,C,0,0,339,0
18193,M,60技捞惑,100,版扁,8727005,4408,1980,542,4,216,16,C,0,0,339,0
18194,F,35技~39技,240,碍盔,5008036,2662,1881,636,3,222,9,C,0,0,190,0
18195,F,55技~59技,210,牢玫,8154440,8951,911,450,2,295,21,C,0,0,53,0
18196,M,35技~39技,.,,7085133,4473,1584,894,1,181,20,C,3,0,263,0
18197,F,35技~39技,55,辑匡,30500000,18043,1691,685,2,456,19,C,0,0,2,0
18198,F,50技~54技,100,版扁,10600000,5065,2093,894,2,316,22,C,0,2,339,0
18199,F,20技~24技,440,匡魂,18500000,36147,511,511,1,83,11,A,2,0,47,0
18200,F,40技~44技,100,版扁,10700000,4327,2476,585,4,441,18,C,0,0,245,0
18201,F,55技~59技,100,版扁,11600000,7346,1573,653,2,364,22,C,0,0,8,0
18202,M,35技~39技,100,版扁,13300000,4520,2947,801,4,428,22,C,0,0,208,0
18203,F,55技~59技,100,版扁,17900000,10298,1742,848,2,294,20,C,0,0,268,0
18204,F,40技~44技,100,版扁,13100000,8861,1474,418,4,527,18,D,5,14,60,1
18205,F,35技~39技,47,辑匡,7619168,5127,1486,364,4,385,21,C,0,23,14,0
18206,M,25技~29技,43,辑匡,10100000,20481,493,430,1,120,13,D,0,0,12,0
18207,F,45技~49技,460,何魂,26000000,40371,644,470,1,243,15,C,2,0,29,0
18208,M,35技~39技,100,版扁,14400000,5542,2604,366,6,527,22,C,0,0,44,0
18209,F,40技~44技,100,版扁,7246584,3584,2022,573,4,355,19,C,0,0,84,0
18210,F,60技捞惑,270,面合,5688262,7031,809,428,2,171,21,C,0,0,72,0
18211,F,35技~39技,570,傈巢,10300000,4053,2552,830,3,396,11,C,0,0,54,0
18212,F,50技~54技,100,版扁,34500000,23878,1443,894,2,266,14,D,0,0,30,0
18213,M,40技~44技,270,面合,6142104,4167,1474,454,3,319,16,C,0,24,72,1
18214,M,30技~34技,500,版巢,95200000,107542,885,742,1,215,19,C,0,0,16,0
18215,M,50技~54技,36,辑匡,11300000,15459,729,626,1,96,16,C,0,0,1,0
18216,F,30技~34技,39,辑匡,56900000,55057,1033,862,1,144,16,D,0,0,9,0
18217,F,55技~59技,500,版巢,15300000,6159,2478,711,3,415,18,C,0,0,337,0
18218,F,45技~49技,49,辑匡,14900000,8913,1670,461,4,412,17,C,0,0,6,0
18219,M,40技~44技,100,版扁,6493790,3568,1820,604,3,261,16,C,0,0,197,0
18220,F,45技~49技,60,辑匡,33900000,8733,3077,692,6,372,21,C,0,0,312,0
18221,F,25技~29技,100,版扁,7378204,4074,1811,595,3,319,22,C,0,0,258,0
18222,F,45技~49技,100,版扁,10900000,4724,2311,638,4,328,16,C,0,9,329,0
18223,F,60技捞惑,52,辑匡,8449644,4160,2031,630,3,233,17,C,0,0,489,0
18224,M,20技~24技,100,版扁,1091470,7686,142,96,1,70,19,D,0,0,17,0
18225,F,40技~44技,210,牢玫,9297280,8863,1049,414,3,392,18,C,0,32,34,0
18226,F,55技~59技,55,辑匡,19600000,16689,1177,505,2,456,20,C,0,27,13,0
18227,F,45技~49技,540,傈合,8863569,13054,679,408,2,283,22,B,0,15,110,0
18228,F,40技~44技,100,版扁,11100000,6914,1600,652,2,259,22,C,0,0,159,0
18229,F,20技~24技,100,版扁,3693339,6035,612,303,2,181,23,D,2,0,25,0
18230,M,40技~44技,100,版扁,11700000,4747,2467,595,4,440,18,C,0,0,268,0
18231,F,20技~24技,100,版扁,6316616,3744,1687,581,3,186,12,D,0,0,287,0
18232,M,60技捞惑,100,版扁,47500000,43025,1104,569,2,245,12,C,3,7,10,0
18233,M,45技~49技,540,傈合,17500000,7377,2375,821,3,245,10,C,0,0,430,0
18234,F,20技~24技,540,傈合,6231291,6320,986,469,2,321,22,C,0,2,117,0
18235,F,45技~49技,210,牢玫,13200000,5379,2458,894,2,347,22,C,0,3,295,0
18236,M,40技~44技,460,何魂,15500000,11088,1399,820,2,234,19,C,0,0,29,0
18237,F,45技~49技,55,辑匡,4922040,3649,1349,788,2,227,18,C,0,3,203,0
18238,M,60技捞惑,310,面巢,5656223,3002,1884,667,3,240,19,C,0,0,333,0
18239,F,45技~49技,100,版扁,7790544,6733,1157,654,2,245,21,C,0,0,310,0
18240,F,50技~54技,24,辑匡,118000000,143179,823,621,1,130,16,A,1,0,3,0
18241,F,40技~44技,360,版合,12700000,7404,1714,548,3,459,22,C,0,10,105,0
18242,M,40技~44技,540,傈合,24200000,17596,1373,448,3,377,22,C,0,0,116,0
18243,F,35技~39技,500,版巢,15900000,5031,3077,705,5,418,18,C,0,0,352,0
18244,F,50技~54技,410,措备,11400000,7975,1435,607,2,520,23,C,0,0,98,0
18245,F,35技~39技,100,版扁,22000000,38581,570,402,1,168,13,C,4,0,37,0
18246,F,45技~49技,460,何魂,48400000,35335,1371,614,2,497,17,D,0,0,29,1
18247,F,40技~44技,10,辑匡,45900000,88310,520,514,1,113,13,D,0,0,24,0
18248,F,60技捞惑,55,辑匡,25900000,8752,2960,579,5,624,11,C,0,0,13,0
18249,F,45技~49技,60,辑匡,93300000,147235,562,513,1,127,15,C,0,0,12,0
18250,M,30技~34技,460,何魂,11100000,3964,2803,682,4,406,16,C,0,0,234,0
18251,F,20技~24技,55,辑匡,6279010,9951,631,397,2,99,19,D,9,5,3,0
18252,F,45技~49技,100,版扁,15100000,10178,1484,472,3,500,23,C,0,17,43,0
18253,M,45技~49技,540,傈合,20800000,8934,2324,352,6,590,15,C,0,0,115,0
18254,F,40技~44技,100,版扁,37200000,61326,607,435,1,212,17,C,0,0,37,0
18255,F,50技~54技,100,版扁,7125507,5642,1263,344,4,292,13,C,0,0,44,0
18256,F,50技~54技,100,版扁,23000000,8360,2747,498,6,668,20,C,0,23,19,0
18257,F,50技~54技,210,牢玫,5068026,3984,1272,581,2,308,18,C,0,0,341,0
18258,M,35技~39技,500,版巢,7422124,3572,2078,563,4,150,23,C,9,1,93,0
18259,F,30技~34技,210,牢玫,10700000,6189,1723,387,4,481,20,C,0,1,56,1
18260,M,40技~44技,60,辑匡,19900000,19926,1001,445,2,189,17,C,0,0,12,0
18261,F,30技~34技,60,辑匡,82900000,119339,695,545,1,256,17,D,1,0,2,0
18262,F,30技~34技,570,傈巢,7174246,5099,1407,473,3,262,22,C,0,0,411,0
18263,M,35技~39技,500,版巢,9149699,3631,2520,788,3,545,22,C,0,32,249,0
18264,F,20技~24技,100,版扁,4656745,2749,1694,612,3,319,22,D,8,0,155,0
18265,M,30技~34技,100,版扁,15300000,5705,2675,882,3,353,23,C,0,0,533,0
18266,F,40技~44技,100,版扁,20400000,24192,844,595,1,224,12,C,3,0,7,0
18267,F,20技~24技,24,辑匡,21100000,15322,1376,778,2,384,20,C,0,0,11,0
18268,F,25技~29技,79,辑匡,12600000,20281,620,195,3,240,19,D,3,1,3,0
18269,F,35技~39技,210,牢玫,12500000,9037,1385,396,4,425,16,C,9,0,32,1
18270,F,60技捞惑,310,面巢,9620765,3686,2610,894,3,317,21,C,0,0,302,0
18271,F,25技~29技,87,辑匡,5214588,3098,1683,798,2,196,21,D,0,0,477,0
18272,F,45技~49技,10,辑匡,13000000,7392,1761,718,2,586,23,C,0,16,9,0
18273,F,55技~59技,100,版扁,6287173,4112,1529,590,3,269,21,C,0,0,251,0
18274,F,50技~54技,460,何魂,9011581,7405,1217,770,2,222,16,C,0,0,122,0
18275,F,45技~49技,100,版扁,14200000,5122,2763,767,4,380,21,C,0,0,251,0
18276,F,35技~39技,13,辑匡,21100000,21927,961,534,2,196,16,C,0,0,20,0
18277,F,35技~39技,360,版合,9339458,7901,1182,590,2,383,14,C,4,5,91,0
18278,F,40技~44技,24,辑匡,4015130,20590,195,140,1,75,21,D,0,0,22,0
18279,F,45技~49技,210,牢玫,7047078,4695,1501,773,2,274,18,C,0,13,5,0
18280,M,45技~49技,210,牢玫,9618303,6455,1490,797,2,228,10,C,0,0,2,0
18281,F,40技~44技,100,版扁,3412362,12058,283,69,4,168,22,C,0,0,60,0
18282,F,45技~49技,270,面合,9538241,6760,1411,635,2,494,22,C,3,63,65,1
18283,F,55技~59技,30,辑匡,10800000,6039,1785,861,2,293,10,D,4,0,236,0
18284,F,45技~49技,55,辑匡,79900000,73948,1080,884,1,164,16,B,0,2,2,1
18285,F,35技~39技,100,版扁,30000000,44320,677,526,1,210,14,D,1,0,31,0
18286,F,40技~44技,85,辑匡,7965956,9750,817,648,1,90,19,C,0,0,5,0
18287,F,35技~39技,360,版合,9167454,3053,3003,774,4,302,16,C,0,0,282,0
18288,F,45技~49技,100,版扁,9756628,2468,3077,607,6,238,11,C,0,0,31,0
18289,F,30技~34技,500,版巢,11200000,9026,1236,565,2,381,23,C,0,0,89,0
18290,F,20技~24技,100,版扁,8007870,26693,300,274,1,62,17,D,0,0,10,0
18291,F,30技~34技,13,辑匡,9033064,8051,1122,389,3,295,22,C,0,0,111,0
18292,M,50技~54技,100,版扁,4490549,3758,1195,577,2,202,19,C,0,0,219,0
18293,F,20技~24技,100,版扁,5291765,3341,1584,545,3,195,22,D,0,0,110,0
18294,F,20技~24技,10,辑匡,2572300,6139,419,213,2,92,23,D,1,2,37,0
18295,M,30技~34技,100,版扁,9131412,7236,1262,526,2,328,20,D,0,0,46,0
18296,F,50技~54技,440,匡魂,7201398,4984,1445,607,2,238,10,C,0,0,252,0
18297,F,30技~34技,36,辑匡,7973511,3369,2367,588,4,251,17,D,0,0,331,0
18298,M,25技~29技,100,版扁,9704341,6310,1538,422,4,379,19,C,0,0,52,0
18299,F,50技~54技,100,版扁,45800000,20660,2216,654,3,507,18,C,7,19,30,0
18300,F,50技~54技,100,版扁,13300000,8519,1559,484,3,478,23,B,2,0,47,0
